code,name,ward,lga,registered_voters
EB/212/02635/002,"Custom Office 002","Abakaliki Ward 03","Abakaliki",1380
EB/212/02635/003,"Post Office 003","Abakaliki Ward 03","Abakaliki",1241
EB/212/02635/004,"Palace Grounds 004","Abakaliki Ward 03","Abakaliki",799
EB/212/02635/005,"Village Square 005","Abakaliki Ward 03","Abakaliki",1519
EB/212/02635/006,"Civic Centre 006","Abakaliki Ward 03","Abakaliki",2271
EB/212/02635/007,"Secondary School 007","Abakaliki Ward 03","Abakaliki",716
EB/212/02635/008,"Junction 008","Abakaliki Ward 03","Abakaliki",2238
EB/212/02635/009,"Open Space 009","Abakaliki Ward 03","Abakaliki",1193
EB/212/02635/010,"Palace Grounds 010","Abakaliki Ward 03","Abakaliki",1156
EB/212/02635/011,"Mosque Area 011","Abakaliki Ward 03","Abakaliki",2238
EB/212/02635/012,"Palace Grounds 012","Abakaliki Ward 03","Abakaliki",2245
EB/212/02635/013,"Dispensary 013","Abakaliki Ward 03","Abakaliki",1441
EB/212/02635/014,"Open Space 014","Abakaliki Ward 03","Abakaliki",1785
EB/212/02635/015,"Mosque Area 015","Abakaliki Ward 03","Abakaliki",408
EB/212/02635/016,"Post Office 016","Abakaliki Ward 03","Abakaliki",1814
EB/212/02635/017,"Market Square 017","Abakaliki Ward 03","Abakaliki",2244
EB/212/02635/018,"Under Tree 018","Abakaliki Ward 03","Abakaliki",718
EB/212/02635/019,"Mosque Area 019","Abakaliki Ward 03","Abakaliki",308
EB/212/02635/020,"Secondary School 020","Abakaliki Ward 03","Abakaliki",1829
EB/212/02635/021,"Under Tree 021","Abakaliki Ward 03","Abakaliki",1274
EB/212/02636/001,"Motor Park 001","Abakaliki Ward 04","Abakaliki",1428
EB/212/02636/002,"Mosque Area 002","Abakaliki Ward 04","Abakaliki",2494
EB/212/02636/003,"Market Square 003","Abakaliki Ward 04","Abakaliki",2350
EB/212/02636/004,"Market Square 004","Abakaliki Ward 04","Abakaliki",1664
EB/212/02636/005,"Post Office 005","Abakaliki Ward 04","Abakaliki",2234
EB/212/02636/006,"Police Station Area 006","Abakaliki Ward 04","Abakaliki",1798
EB/212/02636/007,"Palace Grounds 007","Abakaliki Ward 04","Abakaliki",1740
EB/212/02636/008,"Civic Centre 008","Abakaliki Ward 04","Abakaliki",1599
EB/212/02636/009,"Primary School 009","Abakaliki Ward 04","Abakaliki",1569
EB/212/02636/010,"Town Hall 010","Abakaliki Ward 04","Abakaliki",1589
EB/212/02636/011,"Police Station Area 011","Abakaliki Ward 04","Abakaliki",2291
EB/212/02636/012,"Community Centre 012","Abakaliki Ward 04","Abakaliki",415
EB/212/02636/013,"Church Premises 013","Abakaliki Ward 04","Abakaliki",2368
EB/212/02636/014,"Secondary School 014","Abakaliki Ward 04","Abakaliki",1858
EB/212/02636/015,"Secondary School 015","Abakaliki Ward 04","Abakaliki",1938
EB/212/02636/016,"Motor Park 016","Abakaliki Ward 04","Abakaliki",1033
EB/212/02636/017,"Church Premises 017","Abakaliki Ward 04","Abakaliki",1369
EB/212/02636/018,"Dispensary 018","Abakaliki Ward 04","Abakaliki",1228
EB/212/02636/019,"Dispensary 019","Abakaliki Ward 04","Abakaliki",826
EB/212/02637/001,"Community Hall 001","Abakaliki Ward 05","Abakaliki",849
EB/212/02637/002,"Primary School 002","Abakaliki Ward 05","Abakaliki",1649
EB/212/02637/003,"Dispensary 003","Abakaliki Ward 05","Abakaliki",512
EB/212/02637/004,"Palace Grounds 004","Abakaliki Ward 05","Abakaliki",1931
EB/212/02637/005,"Police Station Area 005","Abakaliki Ward 05","Abakaliki",1513
EB/212/02637/006,"Secondary School 006","Abakaliki Ward 05","Abakaliki",2372
EB/212/02637/007,"Post Office 007","Abakaliki Ward 05","Abakaliki",1504
EB/212/02637/008,"Primary School 008","Abakaliki Ward 05","Abakaliki",1356
EB/212/02637/009,"Village Square 009","Abakaliki Ward 05","Abakaliki",1384
EB/212/02637/010,"Junction 010","Abakaliki Ward 05","Abakaliki",1394
EB/212/02637/011,"Junction 011","Abakaliki Ward 05","Abakaliki",2286
EB/212/02637/012,"Post Office 012","Abakaliki Ward 05","Abakaliki",2284
EB/212/02637/013,"Custom Office 013","Abakaliki Ward 05","Abakaliki",916
EB/212/02637/014,"Under Tree 014","Abakaliki Ward 05","Abakaliki",2389
EB/212/02637/015,"Under Tree 015","Abakaliki Ward 05","Abakaliki",937
EB/212/02637/016,"Palace Grounds 016","Abakaliki Ward 05","Abakaliki",1625
EB/212/02637/017,"Custom Office 017","Abakaliki Ward 05","Abakaliki",1095
EB/212/02637/018,"Community Hall 018","Abakaliki Ward 05","Abakaliki",1513
EB/212/02638/001,"Post Office 001","Abakaliki Ward 06","Abakaliki",779
EB/212/02638/002,"Community Centre 002","Abakaliki Ward 06","Abakaliki",2111
EB/212/02638/003,"Town Hall 003","Abakaliki Ward 06","Abakaliki",1405
EB/212/02638/004,"Junction 004","Abakaliki Ward 06","Abakaliki",1016
EB/212/02638/005,"Motor Park 005","Abakaliki Ward 06","Abakaliki",441
EB/212/02638/006,"Mosque Area 006","Abakaliki Ward 06","Abakaliki",1111
EB/212/02638/007,"Post Office 007","Abakaliki Ward 06","Abakaliki",1773
EB/212/02638/008,"Church Premises 008","Abakaliki Ward 06","Abakaliki",1294
EB/212/02638/009,"Open Space 009","Abakaliki Ward 06","Abakaliki",1126
EB/212/02638/010,"Mosque Area 010","Abakaliki Ward 06","Abakaliki",1972
EB/212/02638/011,"Market Square 011","Abakaliki Ward 06","Abakaliki",910
EB/212/02638/012,"Dispensary 012","Abakaliki Ward 06","Abakaliki",2061
EB/212/02638/013,"Junction 013","Abakaliki Ward 06","Abakaliki",2210
EB/212/02638/014,"Open Space 014","Abakaliki Ward 06","Abakaliki",521
EB/212/02638/015,"Under Tree 015","Abakaliki Ward 06","Abakaliki",1109
EB/212/02639/001,"Community Centre 001","Abakaliki Ward 07","Abakaliki",1186
EB/212/02639/002,"Health Centre 002","Abakaliki Ward 07","Abakaliki",1705
EB/212/02639/003,"Civic Centre 003","Abakaliki Ward 07","Abakaliki",1377
EB/212/02639/004,"Post Office 004","Abakaliki Ward 07","Abakaliki",489
EB/212/02639/005,"Church Premises 005","Abakaliki Ward 07","Abakaliki",748
EB/212/02639/006,"Police Station Area 006","Abakaliki Ward 07","Abakaliki",1559
EB/212/02639/007,"Civic Centre 007","Abakaliki Ward 07","Abakaliki",2376
EB/212/02639/008,"Playground 008","Abakaliki Ward 07","Abakaliki",954
EB/212/02639/009,"Village Square 009","Abakaliki Ward 07","Abakaliki",615
EB/212/02639/010,"Village Square 010","Abakaliki Ward 07","Abakaliki",1892
EB/212/02639/011,"Junction 011","Abakaliki Ward 07","Abakaliki",2114
EB/212/02639/012,"Palace Grounds 012","Abakaliki Ward 07","Abakaliki",1294
EB/212/02639/013,"Church Premises 013","Abakaliki Ward 07","Abakaliki",730
EB/212/02639/014,"Community Centre 014","Abakaliki Ward 07","Abakaliki",1396
EB/212/02639/015,"Playground 015","Abakaliki Ward 07","Abakaliki",2105
EB/212/02639/016,"Community Hall 016","Abakaliki Ward 07","Abakaliki",2339
EB/212/02639/017,"Community Centre 017","Abakaliki Ward 07","Abakaliki",342
EB/212/02639/018,"Community Hall 018","Abakaliki Ward 07","Abakaliki",2089
EB/212/02639/019,"Palace Grounds 019","Abakaliki Ward 07","Abakaliki",1623
EB/212/02639/020,"Health Centre 020","Abakaliki Ward 07","Abakaliki",2277
EB/212/02639/021,"Village Square 021","Abakaliki Ward 07","Abakaliki",1730
EB/212/02639/022,"Market Square 022","Abakaliki Ward 07","Abakaliki",361
EB/212/02640/001,"Mosque Area 001","Abakaliki Ward 08","Abakaliki",1148
EB/212/02640/002,"Palace Grounds 002","Abakaliki Ward 08","Abakaliki",1229
EB/212/02640/003,"Playground 003","Abakaliki Ward 08","Abakaliki",1520
EB/212/02640/004,"Playground 004","Abakaliki Ward 08","Abakaliki",1482
EB/212/02640/005,"Civic Centre 005","Abakaliki Ward 08","Abakaliki",1471
EB/212/02640/006,"Church Premises 006","Abakaliki Ward 08","Abakaliki",1791
EB/212/02640/007,"Secondary School 007","Abakaliki Ward 08","Abakaliki",319
EB/212/02640/008,"Palace Grounds 008","Abakaliki Ward 08","Abakaliki",422
EB/212/02640/009,"Town Hall 009","Abakaliki Ward 08","Abakaliki",2133
EB/212/02640/010,"Motor Park 010","Abakaliki Ward 08","Abakaliki",2000
EB/212/02640/011,"Motor Park 011","Abakaliki Ward 08","Abakaliki",1831
EB/212/02640/012,"Market Square 012","Abakaliki Ward 08","Abakaliki",431
EB/212/02640/013,"Primary School 013","Abakaliki Ward 08","Abakaliki",1256
EB/212/02640/014,"Palace Grounds 014","Abakaliki Ward 08","Abakaliki",1384
EB/212/02640/015,"Community Hall 015","Abakaliki Ward 08","Abakaliki",756
EB/212/02640/016,"Open Space 016","Abakaliki Ward 08","Abakaliki",823
EB/212/02641/001,"Post Office 001","Abakaliki Ward 09","Abakaliki",956
EB/212/02641/002,"Playground 002","Abakaliki Ward 09","Abakaliki",1498
EB/212/02641/003,"Palace Grounds 003","Abakaliki Ward 09","Abakaliki",506
EB/212/02641/004,"Police Station Area 004","Abakaliki Ward 09","Abakaliki",1325
EB/212/02641/005,"Town Hall 005","Abakaliki Ward 09","Abakaliki",374
EB/212/02641/006,"Police Station Area 006","Abakaliki Ward 09","Abakaliki",1836
EB/212/02641/007,"Junction 007","Abakaliki Ward 09","Abakaliki",932
EB/212/02641/008,"Palace Grounds 008","Abakaliki Ward 09","Abakaliki",419
EB/212/02641/009,"Village Square 009","Abakaliki Ward 09","Abakaliki",372
EB/212/02641/010,"Open Space 010","Abakaliki Ward 09","Abakaliki",1332
EB/212/02641/011,"Under Tree 011","Abakaliki Ward 09","Abakaliki",1779
EB/212/02641/012,"Police Station Area 012","Abakaliki Ward 09","Abakaliki",2332
EB/212/02641/013,"Custom Office 013","Abakaliki Ward 09","Abakaliki",2108
EB/212/02641/014,"Palace Grounds 014","Abakaliki Ward 09","Abakaliki",2109
EB/212/02641/015,"Under Tree 015","Abakaliki Ward 09","Abakaliki",2348
EB/212/02641/016,"Open Space 016","Abakaliki Ward 09","Abakaliki",650
EB/212/02641/017,"Post Office 017","Abakaliki Ward 09","Abakaliki",1287
EB/212/02641/018,"Market Square 018","Abakaliki Ward 09","Abakaliki",2083
EB/212/02641/019,"Village Square 019","Abakaliki Ward 09","Abakaliki",1063
EB/212/02641/020,"Motor Park 020","Abakaliki Ward 09","Abakaliki",1195
EB/212/02641/021,"Community Hall 021","Abakaliki Ward 09","Abakaliki",756
EB/212/02641/022,"Community Centre 022","Abakaliki Ward 09","Abakaliki",942
EB/212/02641/023,"Dispensary 023","Abakaliki Ward 09","Abakaliki",953
EB/212/02641/024,"Community Centre 024","Abakaliki Ward 09","Abakaliki",2427
EB/212/02642/001,"Custom Office 001","Abakaliki Ward 10","Abakaliki",322
EB/212/02642/002,"Church Premises 002","Abakaliki Ward 10","Abakaliki",750
EB/212/02642/003,"Under Tree 003","Abakaliki Ward 10","Abakaliki",1134
EB/212/02642/004,"Motor Park 004","Abakaliki Ward 10","Abakaliki",1995
EB/212/02642/005,"Dispensary 005","Abakaliki Ward 10","Abakaliki",2110
EB/212/02642/006,"Primary School 006","Abakaliki Ward 10","Abakaliki",2369
EB/212/02642/007,"Under Tree 007","Abakaliki Ward 10","Abakaliki",1249
EB/212/02642/008,"Health Centre 008","Abakaliki Ward 10","Abakaliki",1758
EB/212/02642/009,"Playground 009","Abakaliki Ward 10","Abakaliki",2333
EB/212/02642/010,"Open Space 010","Abakaliki Ward 10","Abakaliki",1389
EB/212/02642/011,"Post Office 011","Abakaliki Ward 10","Abakaliki",1196
EB/212/02642/012,"Town Hall 012","Abakaliki Ward 10","Abakaliki",2315
EB/212/02642/013,"Palace Grounds 013","Abakaliki Ward 10","Abakaliki",1314
EB/212/02642/014,"Playground 014","Abakaliki Ward 10","Abakaliki",928
EB/212/02642/015,"Junction 015","Abakaliki Ward 10","Abakaliki",701
EB/212/02642/016,"Church Premises 016","Abakaliki Ward 10","Abakaliki",795
EB/212/02642/017,"Community Centre 017","Abakaliki Ward 10","Abakaliki",2310
EB/212/02642/018,"Health Centre 018","Abakaliki Ward 10","Abakaliki",899
EB/212/02643/001,"Police Station Area 001","Abakaliki Ward 11","Abakaliki",1291
EB/212/02643/002,"Primary School 002","Abakaliki Ward 11","Abakaliki",1534
EB/212/02643/003,"Custom Office 003","Abakaliki Ward 11","Abakaliki",2019
EB/212/02643/004,"Motor Park 004","Abakaliki Ward 11","Abakaliki",2468
EB/212/02643/005,"Market Square 005","Abakaliki Ward 11","Abakaliki",2445
EB/212/02643/006,"Custom Office 006","Abakaliki Ward 11","Abakaliki",1672
EB/212/02643/007,"Village Square 007","Abakaliki Ward 11","Abakaliki",2282
EB/212/02643/008,"Community Centre 008","Abakaliki Ward 11","Abakaliki",1315
EB/212/02643/009,"Custom Office 009","Abakaliki Ward 11","Abakaliki",735
EB/212/02643/010,"Palace Grounds 010","Abakaliki Ward 11","Abakaliki",1940
EB/212/02643/011,"Health Centre 011","Abakaliki Ward 11","Abakaliki",1278
EB/212/02643/012,"Community Centre 012","Abakaliki Ward 11","Abakaliki",1508
EB/212/02643/013,"Community Centre 013","Abakaliki Ward 11","Abakaliki",338
EB/212/02643/014,"Community Centre 014","Abakaliki Ward 11","Abakaliki",946
EB/212/02643/015,"Community Hall 015","Abakaliki Ward 11","Abakaliki",1854
EB/212/02643/016,"Church Premises 016","Abakaliki Ward 11","Abakaliki",2011
EB/212/02643/017,"Under Tree 017","Abakaliki Ward 11","Abakaliki",2146
EB/212/02644/001,"Dispensary 001","Abakaliki Ward 12","Abakaliki",1322
EB/212/02644/002,"Church Premises 002","Abakaliki Ward 12","Abakaliki",913
EB/212/02644/003,"Dispensary 003","Abakaliki Ward 12","Abakaliki",2479
EB/212/02644/004,"Under Tree 004","Abakaliki Ward 12","Abakaliki",816
EB/212/02644/005,"Palace Grounds 005","Abakaliki Ward 12","Abakaliki",2480
EB/212/02644/006,"Market Square 006","Abakaliki Ward 12","Abakaliki",1040
EB/212/02644/007,"Health Centre 007","Abakaliki Ward 12","Abakaliki",1351
EB/212/02644/008,"Mosque Area 008","Abakaliki Ward 12","Abakaliki",840
EB/212/02644/009,"Health Centre 009","Abakaliki Ward 12","Abakaliki",2190
EB/212/02644/010,"Town Hall 010","Abakaliki Ward 12","Abakaliki",617
EB/212/02644/011,"Open Space 011","Abakaliki Ward 12","Abakaliki",826
EB/212/02644/012,"Village Square 012","Abakaliki Ward 12","Abakaliki",1721
EB/212/02644/013,"Junction 013","Abakaliki Ward 12","Abakaliki",2425
EB/212/02644/014,"Community Hall 014","Abakaliki Ward 12","Abakaliki",1466
EB/212/02644/015,"Police Station Area 015","Abakaliki Ward 12","Abakaliki",763
EB/212/02644/016,"Police Station Area 016","Abakaliki Ward 12","Abakaliki",550
EB/212/02645/001,"Secondary School 001","Abakaliki Ward 13","Abakaliki",1807
EB/212/02645/002,"Palace Grounds 002","Abakaliki Ward 13","Abakaliki",350
EB/212/02645/003,"Open Space 003","Abakaliki Ward 13","Abakaliki",2410
EB/212/02645/004,"Market Square 004","Abakaliki Ward 13","Abakaliki",2327
EB/212/02645/005,"Dispensary 005","Abakaliki Ward 13","Abakaliki",572
EB/212/02645/006,"Church Premises 006","Abakaliki Ward 13","Abakaliki",355
EB/212/02645/007,"Church Premises 007","Abakaliki Ward 13","Abakaliki",765
EB/212/02645/008,"Police Station Area 008","Abakaliki Ward 13","Abakaliki",1995
EB/212/02645/009,"Post Office 009","Abakaliki Ward 13","Abakaliki",536
EB/212/02645/010,"Civic Centre 010","Abakaliki Ward 13","Abakaliki",1955
EB/212/02645/011,"Mosque Area 011","Abakaliki Ward 13","Abakaliki",2354
EB/212/02645/012,"Primary School 012","Abakaliki Ward 13","Abakaliki",1514
EB/212/02645/013,"Primary School 013","Abakaliki Ward 13","Abakaliki",373
EB/212/02645/014,"Palace Grounds 014","Abakaliki Ward 13","Abakaliki",1789
EB/212/02645/015,"Civic Centre 015","Abakaliki Ward 13","Abakaliki",1042
EB/212/02645/016,"Civic Centre 016","Abakaliki Ward 13","Abakaliki",910
EB/212/02645/017,"Under Tree 017","Abakaliki Ward 13","Abakaliki",1582
EB/212/02646/001,"Playground 001","Abakaliki Ward 14","Abakaliki",529
EB/212/02646/002,"Playground 002","Abakaliki Ward 14","Abakaliki",2305
EB/212/02646/003,"Dispensary 003","Abakaliki Ward 14","Abakaliki",1030
EB/212/02646/004,"Under Tree 004","Abakaliki Ward 14","Abakaliki",2360
EB/212/02646/005,"Police Station Area 005","Abakaliki Ward 14","Abakaliki",2381
EB/212/02646/006,"Mosque Area 006","Abakaliki Ward 14","Abakaliki",1319
EB/212/02646/007,"Palace Grounds 007","Abakaliki Ward 14","Abakaliki",1831
EB/212/02646/008,"Custom Office 008","Abakaliki Ward 14","Abakaliki",337
EB/212/02646/009,"Post Office 009","Abakaliki Ward 14","Abakaliki",2073
EB/212/02646/010,"Dispensary 010","Abakaliki Ward 14","Abakaliki",1982
EB/212/02646/011,"Mosque Area 011","Abakaliki Ward 14","Abakaliki",300
EB/212/02646/012,"Post Office 012","Abakaliki Ward 14","Abakaliki",1593
EB/212/02646/013,"Playground 013","Abakaliki Ward 14","Abakaliki",2239
EB/212/02646/014,"Civic Centre 014","Abakaliki Ward 14","Abakaliki",1615
EB/212/02646/015,"Secondary School 015","Abakaliki Ward 14","Abakaliki",1123
EB/212/02646/016,"Motor Park 016","Abakaliki Ward 14","Abakaliki",1942
EB/212/02646/017,"Palace Grounds 017","Abakaliki Ward 14","Abakaliki",2285
EB/212/02646/018,"Custom Office 018","Abakaliki Ward 14","Abakaliki",766
EB/212/02646/019,"Mosque Area 019","Abakaliki Ward 14","Abakaliki",1253
EB/212/02647/001,"Primary School 001","Abakaliki Ward 15","Abakaliki",330
EB/212/02647/002,"Junction 002","Abakaliki Ward 15","Abakaliki",1530
EB/212/02647/003,"Under Tree 003","Abakaliki Ward 15","Abakaliki",964
EB/212/02647/004,"Custom Office 004","Abakaliki Ward 15","Abakaliki",1948
EB/212/02647/005,"Post Office 005","Abakaliki Ward 15","Abakaliki",730
EB/212/02647/006,"Town Hall 006","Abakaliki Ward 15","Abakaliki",525
EB/212/02647/007,"Open Space 007","Abakaliki Ward 15","Abakaliki",317
EB/212/02647/008,"Under Tree 008","Abakaliki Ward 15","Abakaliki",2497
EB/212/02647/009,"Village Square 009","Abakaliki Ward 15","Abakaliki",1798
EB/212/02647/010,"Custom Office 010","Abakaliki Ward 15","Abakaliki",2252
EB/212/02647/011,"Junction 011","Abakaliki Ward 15","Abakaliki",1875
EB/212/02647/012,"Playground 012","Abakaliki Ward 15","Abakaliki",1092
EB/212/02647/013,"Town Hall 013","Abakaliki Ward 15","Abakaliki",2087
EB/212/02647/014,"Community Hall 014","Abakaliki Ward 15","Abakaliki",2091
EB/212/02647/015,"Church Premises 015","Abakaliki Ward 15","Abakaliki",509
EB/212/02647/016,"Civic Centre 016","Abakaliki Ward 15","Abakaliki",1318
EB/212/02647/017,"Junction 017","Abakaliki Ward 15","Abakaliki",2026
EB/212/02647/018,"Motor Park 018","Abakaliki Ward 15","Abakaliki",437
EB/212/02647/019,"Church Premises 019","Abakaliki Ward 15","Abakaliki",638
EB/212/02647/020,"Open Space 020","Abakaliki Ward 15","Abakaliki",769
EB/212/02647/021,"Primary School 021","Abakaliki Ward 15","Abakaliki",1932
EB/212/02647/022,"Community Hall 022","Abakaliki Ward 15","Abakaliki",1024
EB/212/02647/023,"Community Centre 023","Abakaliki Ward 15","Abakaliki",1672
EB/212/02647/024,"Market Square 024","Abakaliki Ward 15","Abakaliki",553
EB/213/02648/001,"Open Space 001","Afikpo North Ward 01","Afikpo North",2138
EB/213/02648/002,"Dispensary 002","Afikpo North Ward 01","Afikpo North",1215
EB/213/02648/003,"Church Premises 003","Afikpo North Ward 01","Afikpo North",810
EB/213/02648/004,"Health Centre 004","Afikpo North Ward 01","Afikpo North",561
EB/213/02648/005,"Palace Grounds 005","Afikpo North Ward 01","Afikpo North",2359
EB/213/02648/006,"Police Station Area 006","Afikpo North Ward 01","Afikpo North",1604
EB/213/02648/007,"Community Hall 007","Afikpo North Ward 01","Afikpo North",1407
EB/213/02648/008,"Open Space 008","Afikpo North Ward 01","Afikpo North",2300
EB/213/02648/009,"Post Office 009","Afikpo North Ward 01","Afikpo North",1631
EB/213/02648/010,"Playground 010","Afikpo North Ward 01","Afikpo North",485
EB/213/02648/011,"Civic Centre 011","Afikpo North Ward 01","Afikpo North",2022
EB/213/02648/012,"Secondary School 012","Afikpo North Ward 01","Afikpo North",2264
EB/213/02648/013,"Mosque Area 013","Afikpo North Ward 01","Afikpo North",2211
EB/213/02648/014,"Motor Park 014","Afikpo North Ward 01","Afikpo North",642
EB/213/02648/015,"Town Hall 015","Afikpo North Ward 01","Afikpo North",2375
EB/213/02649/001,"Health Centre 001","Afikpo North Ward 02","Afikpo North",1332
EB/213/02649/002,"Health Centre 002","Afikpo North Ward 02","Afikpo North",414
EB/213/02649/003,"Open Space 003","Afikpo North Ward 02","Afikpo North",801
EB/213/02649/004,"Health Centre 004","Afikpo North Ward 02","Afikpo North",1833
EB/213/02649/005,"Mosque Area 005","Afikpo North Ward 02","Afikpo North",964
EB/213/02649/006,"Market Square 006","Afikpo North Ward 02","Afikpo North",335
EB/213/02649/007,"Playground 007","Afikpo North Ward 02","Afikpo North",763
EB/213/02649/008,"Post Office 008","Afikpo North Ward 02","Afikpo North",1333
EB/213/02649/009,"Town Hall 009","Afikpo North Ward 02","Afikpo North",2130
EB/213/02649/010,"Mosque Area 010","Afikpo North Ward 02","Afikpo North",2250
EB/213/02649/011,"Town Hall 011","Afikpo North Ward 02","Afikpo North",1473
EB/213/02649/012,"Community Centre 012","Afikpo North Ward 02","Afikpo North",1347
EB/213/02649/013,"Health Centre 013","Afikpo North Ward 02","Afikpo North",765
EB/213/02649/014,"Palace Grounds 014","Afikpo North Ward 02","Afikpo North",392
EB/213/02649/015,"Health Centre 015","Afikpo North Ward 02","Afikpo North",470
EB/213/02649/016,"Dispensary 016","Afikpo North Ward 02","Afikpo North",995
EB/213/02649/017,"Community Hall 017","Afikpo North Ward 02","Afikpo North",539
EB/213/02649/018,"Market Square 018","Afikpo North Ward 02","Afikpo North",2353
EB/213/02649/019,"Mosque Area 019","Afikpo North Ward 02","Afikpo North",1364
EB/213/02649/020,"Custom Office 020","Afikpo North Ward 02","Afikpo North",2022
EB/213/02649/021,"Village Square 021","Afikpo North Ward 02","Afikpo North",1825
EB/213/02649/022,"Open Space 022","Afikpo North Ward 02","Afikpo North",2108
EB/213/02649/023,"Community Centre 023","Afikpo North Ward 02","Afikpo North",2319
EB/213/02650/001,"Church Premises 001","Afikpo North Ward 03","Afikpo North",1071
EB/213/02650/002,"Community Centre 002","Afikpo North Ward 03","Afikpo North",2158
EB/213/02650/003,"Health Centre 003","Afikpo North Ward 03","Afikpo North",1605
EB/213/02650/004,"Palace Grounds 004","Afikpo North Ward 03","Afikpo North",562
EB/213/02650/005,"Health Centre 005","Afikpo North Ward 03","Afikpo North",1624
EB/213/02650/006,"Health Centre 006","Afikpo North Ward 03","Afikpo North",697
EB/213/02650/007,"Community Hall 007","Afikpo North Ward 03","Afikpo North",787
EB/213/02650/008,"Playground 008","Afikpo North Ward 03","Afikpo North",2102
EB/213/02650/009,"Village Square 009","Afikpo North Ward 03","Afikpo North",1920
EB/213/02650/010,"Playground 010","Afikpo North Ward 03","Afikpo North",1816
EB/213/02650/011,"Church Premises 011","Afikpo North Ward 03","Afikpo North",314
EB/213/02650/012,"Community Centre 012","Afikpo North Ward 03","Afikpo North",2451
EB/213/02650/013,"Secondary School 013","Afikpo North Ward 03","Afikpo North",475
EB/213/02650/014,"Church Premises 014","Afikpo North Ward 03","Afikpo North",1107
EB/213/02650/015,"Custom Office 015","Afikpo North Ward 03","Afikpo North",1916
EB/213/02650/016,"Open Space 016","Afikpo North Ward 03","Afikpo North",1051
EB/213/02650/017,"Under Tree 017","Afikpo North Ward 03","Afikpo North",2440
EB/213/02650/018,"Palace Grounds 018","Afikpo North Ward 03","Afikpo North",647
